Landroid/bluetooth/BluetoothA2dp;->close()V,unsupported
Landroid/bluetooth/BluetoothA2dp;->connect(Landroid/bluetooth/BluetoothDevice;)Z,unsupported
Landroid/bluetooth/BluetoothA2dp;->disconnect(Landroid/bluetooth/BluetoothDevice;)Z,unsupported
Landroid/bluetooth/BluetoothA2dp;->getActiveDevice()Landroid/bluetooth/BluetoothDevice;,unsupported
Landroid/bluetooth/BluetoothA2dp;->getPriority(Landroid/bluetooth/BluetoothDevice;)I,max-target-p
Landroid/bluetooth/BluetoothA2dp;->setActiveDevice(Landroid/bluetooth/BluetoothDevice;)Z,unsupported
Landroid/bluetooth/BluetoothA2dp;->stateToString(I)Ljava/lang/String;,max-target-p
Landroid/bluetooth/BluetoothA2dpSink;->disconnect(Landroid/bluetooth/BluetoothDevice;)Z,max-target-r
Landroid/bluetooth/BluetoothAdapter;->factoryReset()Z,max-target-r
Landroid/bluetooth/BluetoothAdapter;->getBluetoothManager()Landroid/bluetooth/IBluetoothManager;,unsupported
Landroid/bluetooth/BluetoothAdapter;->getLeState()I,unsupported
Landroid/bluetooth/BluetoothAdapter;->getUuids()[Landroid/os/ParcelUuid;,unsupported
Landroid/bluetooth/BluetoothAdapter;->listenUsingEncryptedRfcommWithServiceRecord(Ljava/lang/String;Ljava/util/UUID;)Landroid/bluetooth/BluetoothServerSocket;,max-target-r
Landroid/bluetooth/BluetoothAdapter;->listenUsingRfcommOn(IZZ)Landroid/bluetooth/BluetoothServerSocket;,unsupported
Landroid/bluetooth/BluetoothAdapter;->mService:Landroid/bluetooth/IBluetooth;,unsupported
Landroid/bluetooth/BluetoothClass;-><init>(I)V,max-target-p
Landroid/bluetooth/BluetoothCodecConfig;-><init>(IIIIIJJJJ)V,unsupported
Landroid/bluetooth/BluetoothDevice;-><init>(Landroid/os/Parcel;)V,unsupported
Landroid/bluetooth/BluetoothDevice;-><init>(Ljava/lang/String;)V,unsupported
Landroid/bluetooth/BluetoothDevice;->ACTION_SDP_RECORD:Ljava/lang/String;,max-target-r
Landroid/bluetooth/BluetoothDevice;->EXTRA_REASON:Ljava/lang/String;,unsupported
Landroid/bluetooth/BluetoothDevice;->EXTRA_SDP_SEARCH_STATUS:Ljava/lang/String;,max-target-r
Landroid/bluetooth/BluetoothDevice;->connectGatt(Landroid/content/Context;ZLandroid/bluetooth/BluetoothGattCallback;IZILandroid/os/Handler;)Landroid/bluetooth/BluetoothGatt;,max-target-r
Landroid/bluetooth/BluetoothDevice;->convertPinToBytes(Ljava/lang/String;)[B,unsupported
Landroid/bluetooth/BluetoothDevice;->createInsecureRfcommSocket(I)Landroid/bluetooth/BluetoothSocket;,unsupported
Landroid/bluetooth/BluetoothDevice;->createRfcommSocket(I)Landroid/bluetooth/BluetoothSocket;,unsupported
Landroid/bluetooth/BluetoothDevice;->createScoSocket()Landroid/bluetooth/BluetoothSocket;,unsupported
Landroid/bluetooth/BluetoothGatt;->connect(Ljava/lang/Boolean;Landroid/bluetooth/BluetoothGattCallback;Landroid/os/Handler;)Z,max-target-r
Landroid/bluetooth/BluetoothGatt;->mAuthRetryState:I,max-target-p
Landroid/bluetooth/BluetoothGatt;->mAutoConnect:Z,unsupported
Landroid/bluetooth/BluetoothGatt;->mCallback:Landroid/bluetooth/BluetoothGattCallback;,unsupported
Landroid/bluetooth/BluetoothGatt;->mClientIf:I,unsupported
Landroid/bluetooth/BluetoothGatt;->mDeviceBusy:Ljava/lang/Boolean;,max-target-r
Landroid/bluetooth/BluetoothGatt;->mService:Landroid/bluetooth/IBluetoothGatt;,unsupported
Landroid/bluetooth/BluetoothGatt;->mTransport:I,max-target-r
Landroid/bluetooth/BluetoothGatt;->refresh()Z,unsupported
Landroid/bluetooth/BluetoothGatt;->unregisterApp()V,unsupported
Landroid/bluetooth/BluetoothGattCharacteristic;->mInstance:I,unsupported
Landroid/bluetooth/BluetoothGattCharacteristic;->mService:Landroid/bluetooth/BluetoothGattService;,unsupported
Landroid/bluetooth/BluetoothGattCharacteristic;->setKeySize(I)V,unsupported
Landroid/bluetooth/BluetoothGattCharacteristic;->setService(Landroid/bluetooth/BluetoothGattService;)V,unsupported
Landroid/bluetooth/BluetoothGattDescriptor;->mCharacteristic:Landroid/bluetooth/BluetoothGattCharacteristic;,unsupported
Landroid/bluetooth/BluetoothGattDescriptor;->mInstance:I,unsupported
Landroid/bluetooth/BluetoothGattDescriptor;->setCharacteristic(Landroid/bluetooth/BluetoothGattCharacteristic;)V,unsupported
Landroid/bluetooth/BluetoothGattService;->mDevice:Landroid/bluetooth/BluetoothDevice;,unsupported
Landroid/bluetooth/BluetoothGattService;->setAdvertisePreferred(Z)V,max-target-r
Landroid/bluetooth/BluetoothGattService;->setInstanceId(I)V,unsupported
Landroid/bluetooth/BluetoothHeadset;->close()V,unsupported
Landroid/bluetooth/BluetoothHeadset;->getActiveDevice()Landroid/bluetooth/BluetoothDevice;,unsupported
Landroid/bluetooth/BluetoothHeadset;->getPriority(Landroid/bluetooth/BluetoothDevice;)I,max-target-r
Landroid/bluetooth/BluetoothHeadset;->isEnabled()Z,unsupported
Landroid/bluetooth/BluetoothHeadset;->phoneStateChanged(IIILjava/lang/String;ILjava/lang/String;)V,max-target-r
Landroid/bluetooth/BluetoothHeadset;->setActiveDevice(Landroid/bluetooth/BluetoothDevice;)Z,unsupported
Landroid/bluetooth/BluetoothHeadsetClient;->acceptCall(Landroid/bluetooth/BluetoothDevice;I)Z,max-target-r
Landroid/bluetooth/BluetoothHeadsetClient;->connect(Landroid/bluetooth/BluetoothDevice;)Z,max-target-r
Landroid/bluetooth/BluetoothHeadsetClient;->disconnect(Landroid/bluetooth/BluetoothDevice;)Z,max-target-r
Landroid/bluetooth/BluetoothHeadsetClient;->getAudioState(Landroid/bluetooth/BluetoothDevice;)I,max-target-r
Landroid/bluetooth/BluetoothHeadsetClient;->rejectCall(Landroid/bluetooth/BluetoothDevice;)Z,max-target-r
Landroid/bluetooth/BluetoothHeadsetClientCall;->getId()I,max-target-r
Landroid/bluetooth/BluetoothHeadsetClientCall;->getNumber()Ljava/lang/String;,max-target-r
Landroid/bluetooth/BluetoothHeadsetClientCall;->getState()I,max-target-r
Landroid/bluetooth/BluetoothHeadsetClientCall;->isMultiParty()Z,max-target-r
Landroid/bluetooth/BluetoothHeadsetClientCall;->isOutgoing()Z,max-target-r
Landroid/bluetooth/BluetoothHearingAid;->getActiveDevices()Ljava/util/List;,max-target-r
Landroid/bluetooth/BluetoothHearingAid;->setActiveDevice(Landroid/bluetooth/BluetoothDevice;)Z,max-target-r
Landroid/bluetooth/BluetoothMap;->disconnect(Landroid/bluetooth/BluetoothDevice;)Z,max-target-r
Landroid/bluetooth/BluetoothMapClient;->sendMessage(Landroid/bluetooth/BluetoothDevice;[Landroid/net/Uri;Ljava/lang/String;Landroid/app/PendingIntent;Landroid/app/PendingIntent;)Z,max-target-r
Landroid/bluetooth/BluetoothPan;-><init>(Landroid/content/Context;Landroid/bluetooth/BluetoothAdapter;)V,unsupported
Landroid/bluetooth/BluetoothPan;->close()V,unsupported
Landroid/bluetooth/BluetoothPan;->connect(Landroid/bluetooth/BluetoothDevice;)Z,max-target-r
Landroid/bluetooth/BluetoothPan;->disconnect(Landroid/bluetooth/BluetoothDevice;)Z,unsupported
Landroid/bluetooth/BluetoothPan;->isEnabled()Z,unsupported
Landroid/bluetooth/BluetoothPan;->isValidDevice(Landroid/bluetooth/BluetoothDevice;)Z,unsupported
Landroid/bluetooth/BluetoothPan;->log(Ljava/lang/String;)V,unsupported
Landroid/bluetooth/BluetoothPbap;->disconnect(Landroid/bluetooth/BluetoothDevice;)Z,max-target-r
Landroid/bluetooth/BluetoothProfile;->PRIORITY_AUTO_CONNECT:I,max-target-r
Landroid/bluetooth/BluetoothProfile;->PRIORITY_UNDEFINED:I,unsupported
Landroid/bluetooth/BluetoothSap;->disconnect(Landroid/bluetooth/BluetoothDevice;)Z,max-target-r
Landroid/bluetooth/BluetoothServerSocket;->mSocket:Landroid/bluetooth/BluetoothSocket;,unsupported
Landroid/bluetooth/BluetoothSocket;->EADDRINUSE:I,max-target-r
Landroid/bluetooth/BluetoothSocket;->mPfd:Landroid/os/ParcelFileDescriptor;,unsupported
Landroid/bluetooth/BluetoothSocket;->mPort:I,unsupported
Landroid/bluetooth/BluetoothSocket;->mSocket:Landroid/net/LocalSocket;,unsupported
Landroid/bluetooth/BluetoothUuid;->is16BitUuid(Landroid/os/ParcelUuid;)Z,unsupported
Landroid/bluetooth/BluetoothUuid;->is32BitUuid(Landroid/os/ParcelUuid;)Z,unsupported
Landroid/bluetooth/le/ScanRecord;->parseFromBytes([B)Landroid/bluetooth/le/ScanRecord;,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->a2dpConcurrentSourceSink()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->a2dpOffloadCodecExtensibility()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->airplaneRessourcesInApp()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->allowSwitchingHidAndHogp()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->apiGetConnectionStateSyncOnMain()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->apiGetConnectionStateUsingIdentityAddress()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->ashaAsrc()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->asymmetricPhyForUnidirectionalCis()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->audioHalVersionClass()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->audioRoutingCentralization()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->autoConnectOnHfpWhenNoA2dpDevice()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->autoConnectOnMultipleHfpWhenNoA2dpDevice()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->autoOnFeature()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->bluffsMitigation()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->brcmBetterLeScanParams()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->breakUhidPollingEarly()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->btSocketApiL2capCid()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->btSystemContextReport()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->btaDmDeferDeviceDiscoveryStateChangeUntilRnrComplete()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->btaDmDiscStuckInCancellingFix()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->channelSounding()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->channelSoundingInStack()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->closeRfcommInsteadOfReset()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->connectHidAfterServiceDiscovery()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->correctBondTypeOfLoadedDevices()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->delayBondingWhenBusy()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->divideLongSingleGapData()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->dumpsysUsePassedInFd()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->enableSniffOffload()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->encryptedAdvertisingData()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->enumerateGattErrors()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->fixLeOobPairingBypass()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->fixLePairingPasskeyEntryBypass()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->fixNonconnectableScannableAdvertisement()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->fixPairingFailureReasonFromRemote()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->forceBredrForSdpRetry()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->gattCleanupRestrictedHandles()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->gattDropAclOnOutOfResourcesFix()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->gattFixDeviceBusy()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->gattReconnectOnBtOnFix()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->gattRediscoverOnCanceled()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->gdxDeviceDiscovery()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->gdxServiceDiscovery()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->getAddressTypeApi()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->handleDeliverySendingFailureEvents()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->hfpCodecAptxVoice()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->higherL2capFlushThreshold()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->identityAddressNullIfUnknown()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->ignoreBondTypeForLe()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->isScoManagedByAudio()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->keepStoppedMediaBrowserService()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->keyMissingBroadcast()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->l2capTxCompleteCbInfo()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->leAudioDevTypeDetectionFix()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->leAudioFastBondParams()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->lePeriodicScanningReassembler()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->leScanFixRemoteException()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->leScanParametersFix()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->leScanUseUidForImportance()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->leaudioActiveDeviceManagerGroupHandlingFix()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->leaudioAddSamplingFrequencies()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->leaudioApiSynchronizedBlockFix()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->leaudioBroadcastAudioHandoverPolicies()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->leaudioBroadcastFeatureSupport()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->leaudioBroadcastMonitorSourceSyncStatus()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->leaudioBroadcastVolumeControlForConnectedDevices()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->leaudioCallbackOnGroupStreamStatus()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->leaudioCodecConfigCallbackOrderFix()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->leaudioDynamicSpatialAudio()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->leaudioEnableHealthBasedActions()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->leaudioHalClientAsrc()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->leaudioMcsTbsAuthorizationRebondFix()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->leaudioMulticodecAidlSupport()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->leaudioMultipleVocsInstancesApi()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->leaudioStartStreamRaceFix()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->leaudioUnicastInactivateDeviceBasedOnContext()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->leaudioVolumeChangeOnRingtoneFix()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->loadDidConfigFromSysprops()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->metadataApiInactiveAudioDeviceUponConnection()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->mfiHasUuid()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->nrpaNonConnectableAdv()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->oppFixMultipleNotificationsIssues()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->oppServiceFixIndexOutOfBoundsExceptionInUpdateThread()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->oppStartActivityDirectlyFromNotification()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->phyToNative()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->pretendNetworkService()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->removeAddressMapOnUnbond()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->removeBondWithAddressMap()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->reportVscDataFromTheGdController()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->resetAfterCollision()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->resetPairingOnlyForRelatedServiceDiscovery()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->retryEscoWithZeroRetransmissionEffort()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->rfcommAlwaysUseMitm()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->rnrCancelBeforeEventRace()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->rnrPresentDuringServiceDiscovery()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->runBleAudioTicksInWorkerThread()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->scanManagerRefactor()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->scanTimeoutReset()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->settingsCanControlHapPreset()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->skipUnknownRobustCaching()Z,unsupported
Lcom/android/bluetooth/flags/FakeFeatureFlagsImpl;->supportExclusiveManager()Z,unsupported
